document_id,ticker,company_name,title,source_name,publish_date,url,relevance_status,confidence_tier,main_model_include_flag,company_focus_status,suspect_not_company_focused,company_focus_reason,strict_main_sample_include,title_focus_alias_hits,lead_focus_alias_hits,filter_mode,filter_version
NEWS_PPB_2025_10_23_8c35deb984,PPB,PPB Group Berhad,PPB likely to endure minor hit from Wilmar case,The Star,2025-10-23,https://www.thestar.com.my/business/business-news/2025/10/23/ppb-likely-to-endure-minor-hit-from-wilmar-case,high_confidence_company_news,high,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2025_10_22_07c30b4b87,PPB,PPB Group Berhad,Wilmar’s Indonesia unit charged for sugar import,The Star,2025-10-22,https://www.thestar.com.my/business/business-news/2025/10/22/wilmars-indonesia-unit-charged-for-sugar-import,low_confidence_company_news,low,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2025_10_01_44446a28fe,PPB,PPB Group Berhad,PPB outlook brightens after Wilmar verdict,The Star,2025-10-01,https://www.thestar.com.my/business/business-news/2025/10/01/ppb-outlook-brightens-after-wilmar-verdict,high_confidence_company_news,high,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2025_09_03_38f13f7a40,PPB,PPB Group Berhad,PPB Group confident Wilmar case will not affect dividend commitment,The Star,2025-09-03,https://www.thestar.com.my/business/business-news/2025/09/03/ppb-group-confident-wilmar-case-will-not-affect-dividend-commitment,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,PPB Group,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2025_08_28_07d20392fa,PPB,PPB Group Berhad,PPB banks on grain for stability,The Star,2025-08-28,https://www.thestar.com.my/business/business-news/2025/08/28/ppb-banks-on-grain-for-stability,high_confidence_company_news,high,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2025_08_27_2d730571a9,PPB,PPB Group Berhad,PPB records lower net profit in 2Q25,The Star,2025-08-27,https://www.thestar.com.my/business/business-news/2025/08/27/ppb-records-lower-net-profit-in-2q25,high_confidence_company_news,high,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2025_06_19_a37ef2f9bf,PPB,PPB Group Berhad,PPB risk premium higher amid legal case in Indonesia,The Star,2025-06-19,https://www.thestar.com.my/business/business-news/2025/06/19/ppb-risk-premium-higher-amid-legal-case-in-indonesia,low_confidence_company_news,low,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2025_05_29_e6341f2fd8,PPB,PPB Group Berhad,PPB posts higher net profit in 1Q,The Star,2025-05-29,https://www.thestar.com.my/business/business-news/2025/05/29/ppb-posts-higher-net-profit-in-1q,high_confidence_company_news,high,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2025_03_06_130c19688a,PPB,PPB Group Berhad,PPB Group expects sound performance in 2025,The Star,2025-03-06,https://www.thestar.com.my/business/business-news/2025/03/06/ppb-group-expects-sound-performance-in-2025,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,PPB Group,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2025_03_05_270cb8e52d,PPB,PPB Group Berhad,PPB Group expects core business to continue delivering satisfactory performance in 2025,The Star,2025-03-05,https://www.thestar.com.my/business/business-news/2025/03/05/ppb-group-expects-core-business-to-continue-delivering-satisfactory-performance-in-2025,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,PPB Group,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2025_02_12_81559aea86,PPB,PPB Group Berhad,Wilmar’s latest acquisition to bolster earnings,The Star,2025-02-12,https://www.thestar.com.my/business/business-news/2025/02/12/wilmars-latest-acquisition-to-bolster-earnings,low_confidence_company_news,low,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,PPB Group,manual_preserve,manual_preserve_v1
